Date,Open,High,Low,Close,Adj Close,Volume
2016-03-04,102.370003,103.75,101.370003,103.010002,100.877427,46055100
2016-03-07,102.389999,102.830002,100.959999,101.870003,99.761029,35828900
2016-03-08,100.779999,101.760002,100.400002,101.029999,98.938415,31561900
2016-03-09,101.309998,101.580002,100.269997,101.120003,99.026556,27201700
2016-03-10,101.410004,102.239998,100.150002,101.169998,99.075516,33513600
2016-03-11,102.239998,102.279999,101.5,102.260002,100.142954,27408200
2016-03-14,101.910004,102.910004,101.779999,102.519997,100.397566,25076100
2016-03-15,103.959999,105.18,103.849998,104.580002,102.414924,40067700
2016-03-16,104.610001,106.309998,104.589996,105.970001,103.776147,38303500
2016-03-17,105.519997,106.470001,104.959999,105.800003,103.609668,34420700
2016-03-18,106.339996,106.5,105.190002,105.919998,103.727179,44205200
2016-03-21,105.93,107.650002,105.139999,105.910004,103.717391,35502700
2016-03-22,105.25,107.290001,105.209999,106.720001,104.51062,32444400
2016-03-23,106.480003,107.07,105.900002,106.129997,103.93283,25703500
2016-03-24,105.470001,106.25,104.889999,105.669998,103.482354,26133000
2016-03-28,106.0,106.190002,105.059998,105.190002,103.012296,19411400
2016-03-29,104.889999,107.790001,104.879997,107.68,105.450744,31190100
2016-03-30,108.650002,110.419998,108.599998,109.559998,107.291821,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,106.733621,25888400
2016-04-01,108.779999,110.0,108.199997,109.989998,107.712919,25874000
2016-04-04,110.419998,112.190002,110.269997,111.120003,108.81953,37356200
2016-04-05,109.510002,110.730003,109.419998,109.809998,107.536645,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,108.662839,26404100
2016-04-07,109.949997,110.419998,108.120003,108.540001,106.292941,31801900
2016-04-08,108.910004,109.769997,108.169998,108.660004,106.410459,23581700
2016-04-11,108.970001,110.610001,108.830002,109.019997,106.762999,29407500
2016-04-12,109.339996,110.5,108.660004,110.440002,108.153607,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,109.720482,33257300
2016-04-14,111.620003,112.389999,111.330002,112.099998,109.779237,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,107.575818,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,105.254888,60834000
2016-04-19,107.879997,108.0,106.230003,106.910004,104.696689,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,104.912128,30611000
2016-04-21,106.93,106.93,105.519997,105.970001,103.776147,31552500
2016-04-22,105.010002,106.480003,104.620003,105.68,103.492149,33683100
2016-04-25,105.0,105.650002,104.510002,105.080002,102.904573,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,102.189682,56016200
2016-04-27,96.0,98.709999,95.68,97.82,95.794871,114602100
2016-04-28,97.610001,97.879997,94.25,94.830002,92.866774,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,91.799336,68531500
2016-05-02,93.970001,94.080002,92.400002,93.639999,91.701408,48160100
2016-05-03,94.199997,95.739998,93.68,95.18,93.209527,56831300
2016-05-04,95.199997,95.900002,93.82,94.190002,92.240024,41025500
2016-05-05,94.0,94.07,92.68,93.239998,91.865625,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,91.353293,43458200
2016-05-09,93.0,93.769997,92.589996,92.790001,91.422261,32936400
2016-05-10,93.330002,93.57,92.110001,93.419998,92.042972,33686800
2016-05-11,93.480003,93.57,92.459999,92.510002,91.146389,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,89.00837,76314700
2016-05-13,90.0,91.669998,90.0,90.519997,89.185717,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,92.49619,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,92.111939,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,93.166167,42062400
2016-05-19,94.639999,94.639999,93.57,94.199997,92.811473,30442100
2016-05-20,94.639999,95.43,94.519997,95.220001,93.816442,32026000
2016-05-23,95.870003,97.190002,95.669998,96.43,95.008606,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,96.456939,35140200
2016-05-25,98.669998,99.739998,98.110001,99.620003,98.151587,38168800
2016-05-26,99.68,100.730003,98.639999,100.410004,98.929943,56331200
2016-05-27,99.440002,100.470001,99.25,100.349998,98.870823,36229500
2016-05-31,99.599998,100.400002,98.82,99.860001,98.388047,42307200
2016-06-01,99.019997,99.540001,98.330002,98.459999,97.008682,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,96.279592,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,96.476641,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,97.176174,23292500
2016-06-07,99.25,99.870003,98.959999,99.029999,97.57028,22409500
2016-06-08,99.019997,99.559998,98.68,98.940002,97.48161,20848100
2016-06-09,98.5,99.989998,98.459999,99.650002,98.181144,26601400
2016-06-10,98.529999,99.349998,98.480003,98.830002,97.373231,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,95.905188,38020500
2016-06-14,97.32,98.480003,96.75,97.459999,96.023422,31931900
2016-06-15,97.82,98.410004,97.029999,97.139999,95.708139,29445200
2016-06-16,96.449997,97.75,96.07,97.550003,96.1121,31326800
2016-06-17,96.620003,96.650002,95.300003,95.330002,93.924821,61008200
2016-06-20,96.0,96.57,95.029999,95.099998,93.698208,34411900
2016-06-21,94.940002,96.349998,94.68,95.910004,94.496274,35546400
2016-06-22,96.25,96.889999,95.349998,95.550003,94.14158,29219100
2016-06-23,95.940002,96.290001,95.25,96.099998,94.683468,32240200
2016-06-24,92.910004,94.660004,92.650002,93.400002,92.02327,75311400
2016-06-27,93.0,93.050003,91.5,92.040001,90.683316,45489600
2016-06-28,92.900002,93.660004,92.139999,93.589996,92.210464,40444900
2016-06-29,93.970001,94.550003,93.629997,94.400002,93.00853,36531000
2016-06-30,94.440002,95.769997,94.300003,95.599998,94.190838,35836400
2016-07-01,95.489998,96.470001,95.330002,95.889999,94.476565,26026500
2016-07-05,95.389999,95.400002,94.459999,94.989998,93.589829,27705200
2016-07-06,94.599998,95.660004,94.370003,95.529999,94.12187,30949100
2016-07-07,95.699997,96.5,95.620003,95.940002,94.525831,25139600
2016-07-08,96.489998,96.889999,96.050003,96.68,95.254921,28912100
2016-07-11,96.75,97.650002,96.730003,96.980003,95.550502,23794900
2016-07-12,97.169998,97.699997,97.120003,97.419998,95.984011,24167500
2016-07-13,97.410004,97.669998,96.839996,96.870003,95.442123,25892200
2016-07-14,97.389999,98.989998,97.32,98.790001,97.33382,38919000
2016-07-15,98.919998,99.300003,98.5,98.779999,97.323965,30137000
2016-07-18,98.699997,100.129997,98.599998,99.830002,98.358491,36493900
2016-07-19,99.559998,100.0,99.339996,99.870003,98.397902,23779900
2016-07-20,100.0,100.459999,99.739998,99.959999,98.486572,26276000
2016-07-21,99.830002,101.0,99.129997,99.43,97.964385,32702000
2016-07-22,99.260002,99.300003,98.309998,98.660004,97.205739,28313700
2016-07-25,98.25,98.839996,96.919998,97.339996,95.905188,40382900
2016-07-26,96.82,97.970001,96.419998,96.669998,95.245066,56239800
2016-07-27,104.269997,104.349998,102.75,102.949997,101.432497,92344800
2016-07-28,102.830002,104.449997,102.82,104.339996,102.802007,39869800
2016-07-29,104.190002,104.550003,103.68,104.209999,102.673926,27733700
2016-08-01,104.410004,106.150002,104.410004,106.050003,104.486808,38167900
2016-08-02,106.050003,106.07,104.0,104.480003,102.93995,33816600
2016-08-03,104.809998,105.839996,104.769997,105.790001,104.230638,30202600
2016-08-04,105.580002,106.0,105.279999,105.870003,104.874527,27408700
2016-08-05,106.269997,107.650002,106.18,107.480003,106.469389,40553400
2016-08-08,107.519997,108.370003,107.160004,108.370003,107.35102,28037200
2016-08-09,108.230003,108.940002,108.010002,108.809998,107.786878,26315200
2016-08-10,108.709999,108.900002,107.760002,108.0,106.984496,24008500
2016-08-11,108.519997,108.93,107.849998,107.93,106.915155,27484500
2016-08-12,107.779999,108.440002,107.779999,108.18,107.162804,18660400
2016-08-15,108.139999,109.540001,108.080002,109.480003,108.450584,25868200
2016-08-16,109.629997,110.230003,109.209999,109.379997,108.351518,33794400
2016-08-17,109.099998,109.370003,108.339996,109.220001,108.193026,25356000
2016-08-18,109.230003,109.599998,109.019997,109.080002,108.054343,21984700
2016-08-19,108.769997,109.690002,108.360001,109.360001,108.331709,25368100
2016-08-22,108.860001,109.099998,107.849998,108.510002,107.489703,25820200
2016-08-23,108.589996,109.32,108.529999,108.849998,107.826502,21257700
2016-08-24,108.57,108.75,107.68,108.029999,107.014213,23675100
2016-08-25,107.389999,107.879997,106.68,107.57,106.558539,25086200
2016-08-26,107.410004,107.949997,106.309998,106.940002,105.934466,27766300
2016-08-29,106.620003,107.440002,106.290001,106.82,105.815591,24970300
2016-08-30,105.800003,106.5,105.5,106.0,105.003302,24863900
2016-08-31,105.660004,106.57,105.639999,106.099998,105.10236,29662400
2016-09-01,106.139999,106.800003,105.620003,106.730003,105.726441,26701500
2016-09-02,107.699997,108.0,106.82,107.730003,106.717038,26802500
2016-09-06,107.900002,108.300003,107.510002,107.699997,106.687314,26880400
2016-09-07,107.830002,108.760002,107.07,108.360001,107.341112,42364300
2016-09-08,107.25,107.269997,105.239998,105.519997,104.527812,53002000
2016-09-09,104.639999,105.720001,103.129997,103.129997,102.160285,46557000
2016-09-12,102.650002,105.720001,102.529999,105.440002,104.44857,45292800
2016-09-13,107.510002,108.790001,107.239998,107.949997,106.934963,62176200
2016-09-14,108.730003,113.029999,108.599998,111.769997,110.719044,110888700
2016-09-15,113.860001,115.730003,113.489998,115.57,114.483317,89983600
2016-09-16,115.120003,116.129997,114.040001,114.919998,113.839427,79886900
2016-09-19,115.190002,116.18,113.25,113.580002,112.51203,47023000
2016-09-20,113.050003,114.120003,112.510002,113.57,112.502122,34514300
2016-09-21,113.849998,113.989998,112.440002,113.550003,112.482314,36003200
2016-09-22,114.349998,114.940002,114.0,114.620003,113.542252,31074000
2016-09-23,114.419998,114.790001,111.550003,112.709999,111.650208,52481200
2016-09-26,111.639999,113.389999,111.550003,112.879997,111.818608,29869400
2016-09-27,113.0,113.18,112.339996,113.089996,112.026632,24607400
2016-09-28,113.690002,114.639999,113.43,113.949997,112.878547,29641100
2016-09-29,113.160004,113.800003,111.800003,112.18,111.125193,35887000
2016-09-30,112.459999,113.370003,111.800003,113.050003,111.987015,36379100
2016-10-03,112.709999,113.050003,112.279999,112.519997,111.461992,21701800
2016-10-04,113.059998,114.309998,112.629997,113.0,111.937482,29736800
2016-10-05,113.400002,113.660004,112.690002,113.050003,111.987015,21453100
2016-10-06,113.699997,114.339996,113.129997,113.889999,112.819113,28779300
2016-10-07,114.309998,114.559998,113.510002,114.059998,112.987513,24358400
2016-10-10,115.019997,116.75,114.720001,116.050003,114.958807,36236000
2016-10-11,117.699997,118.690002,116.199997,116.300003,115.206456,64041000
2016-10-12,117.349998,117.980003,116.75,117.339996,116.23667,37586800
2016-10-13,116.790001,117.440002,115.720001,116.980003,115.880062,35192400
2016-10-14,117.879997,118.169998,117.129997,117.629997,116.523945,35652200
2016-10-17,117.330002,117.839996,116.779999,117.550003,116.444703,23624900
2016-10-18,118.18,118.209999,117.449997,117.470001,116.365453,24553500
2016-10-19,117.25,117.760002,113.800003,117.120003,116.018745,20034600
2016-10-20,116.860001,117.379997,116.330002,117.059998,115.959304,24125800
2016-10-21,116.809998,116.910004,116.279999,116.599998,115.503631,23192700
2016-10-24,117.099998,117.739998,117.0,117.650002,116.543761,23538700
2016-10-25,117.949997,118.360001,117.309998,118.25,117.138118,48129000
2016-10-26,114.309998,115.699997,113.309998,115.589996,114.503125,66134200
2016-10-27,115.389999,115.860001,114.099998,114.480003,113.403569,34562000
2016-10-28,113.870003,115.209999,113.449997,113.720001,112.650713,37861700
2016-10-31,113.650002,114.230003,113.199997,113.540001,112.472406,26419400
2016-11-01,113.459999,113.769997,110.529999,111.489998,110.441678,43825800
2016-11-02,111.400002,112.349998,111.230003,111.589996,110.540737,28331700
2016-11-03,110.980003,111.459999,109.550003,109.830002,109.35588,26932600
2016-11-04,108.529999,110.25,108.110001,108.839996,108.370149,30837000
2016-11-07,110.080002,110.510002,109.459999,110.410004,109.933378,32560000
2016-11-08,110.309998,111.720001,109.699997,111.059998,110.580566,24054500
2016-11-09,109.879997,111.32,108.050003,110.879997,110.401343,59176400
2016-11-10,111.089996,111.089996,105.830002,107.790001,107.324686,57134500
2016-11-11,107.120003,108.870003,106.550003,108.43,107.961922,34143900
2016-11-14,107.709999,107.809998,104.080002,105.709999,105.253663,51175500
2016-11-15,106.57,107.68,106.160004,107.110001,106.647621,32264500
2016-11-16,106.699997,110.230003,106.599998,109.989998,109.515186,58840500
2016-11-17,109.809998,110.349998,108.830002,109.949997,109.475358,27632000
2016-11-18,109.720001,110.540001,109.660004,110.059998,109.584883,28428900
2016-11-21,110.120003,111.989998,110.010002,111.730003,111.24768,29264600
2016-11-22,111.949997,112.419998,111.400002,111.800003,111.317377,25965500
2016-11-23,111.360001,111.510002,110.330002,111.230003,110.749838,27426400
2016-11-25,111.129997,111.870003,110.949997,111.790001,111.307418,11475900
2016-11-28,111.43,112.470001,111.389999,111.57,111.088367,27194000
2016-11-29,110.779999,112.029999,110.07,111.459999,110.978841,28528800
2016-11-30,111.599998,112.199997,110.269997,110.519997,110.042897,36162300
2016-12-01,110.370003,110.940002,109.029999,109.489998,109.017344,37086900
2016-12-02,109.169998,110.089996,108.849998,109.900002,109.425578,26528000
2016-12-05,110.0,110.029999,108.25,109.110001,108.638987,34324500
2016-12-06,109.5,110.360001,109.190002,109.949997,109.475358,26195500
2016-12-07,109.260002,111.190002,109.160004,111.029999,110.550697,29998700
2016-12-08,110.860001,112.43,110.599998,112.120003,111.635996,27068300
2016-12-09,112.309998,114.699997,112.309998,113.949997,113.45809,34402600
2016-12-12,113.290001,115.0,112.489998,113.300003,112.810902,26374400
2016-12-13,113.839996,115.919998,113.75,115.190002,114.692743,43733800
2016-12-14,115.040001,116.199997,114.980003,115.190002,114.692743,34031800
2016-12-15,115.379997,116.730003,115.230003,115.82,115.32002,46524500
2016-12-16,116.470001,116.5,115.650002,115.970001,115.469374,44351100
2016-12-19,115.800003,117.379997,115.75,116.639999,116.13648,27779400
2016-12-20,116.739998,117.5,116.68,116.949997,116.445139,21425000
2016-12-21,116.800003,117.400002,116.779999,117.059998,116.554665,23783200
2016-12-22,116.349998,116.510002,115.639999,116.290001,115.787993,26085900
2016-12-23,115.589996,116.519997,115.589996,116.519997,116.016995,14249500
2016-12-27,116.519997,117.800003,116.489998,117.260002,116.753806,18296900
2016-12-28,117.519997,118.019997,116.199997,116.760002,116.255965,20905900
2016-12-29,116.449997,117.110001,116.400002,116.730003,116.226096,15039500
2016-12-30,116.650002,117.199997,115.43,115.82,115.32002,30586300
2017-01-03,115.800003,116.330002,114.760002,116.150002,115.648597,28781900
2017-01-04,115.849998,116.510002,115.75,116.019997,115.519154,21118100
2017-01-05,115.919998,116.860001,115.809998,116.610001,116.106611,22193600
2017-01-06,116.779999,118.160004,116.470001,117.910004,117.401002,31751900
2017-01-09,117.949997,119.43,117.940002,118.989998,118.476334,33387600
2017-01-10,118.769997,119.379997,118.300003,119.110001,118.595819,24462100
2017-01-11,118.739998,119.93,118.599998,119.75,119.233055,27588600
2017-01-12,118.900002,119.300003,118.209999,119.25,118.735214,27086200
2017-01-13,119.110001,119.620003,118.809998,119.040001,118.526121,26111900
2017-01-17,118.339996,120.239998,118.220001,120.0,119.481976,34439800
2017-01-18,120.0,120.5,119.709999,119.989998,119.472017,23713000
2017-01-19,119.400002,120.089996,119.370003,119.779999,119.262925,25597300
2017-01-20,120.449997,120.449997,119.730003,120.0,119.481976,32597900
2017-01-23,120.0,120.809998,119.769997,120.080002,119.561633,22050200
2017-01-24,119.550003,120.099998,119.5,119.970001,119.452107,23211000
2017-01-25,120.419998,122.099998,120.279999,121.879997,121.353858,32377600
2017-01-26,121.669998,122.440002,121.599998,121.940002,121.413604,26337600
2017-01-27,122.139999,122.349998,121.599998,121.949997,121.423555,20562900
2017-01-30,120.93,121.629997,120.660004,121.629997,121.104937,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,120.826147,49201000
2017-02-01,127.029999,130.490005,127.010002,128.75,128.194203,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,127.975152,33710400
2017-02-03,128.309998,129.190002,128.160004,129.080002,128.522781,24507300
2017-02-06,129.130005,130.5,128.899994,130.289993,129.727549,26845900
2017-02-07,130.539993,132.089996,130.449997,131.529999,130.962201,38183800
2017-02-08,131.350006,132.220001,131.220001,132.039993,131.469994,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,132.419998,28349900
2017-02-10,132.460007,132.940002,132.050003,132.119995,132.119995,20065500
2017-02-13,133.080002,133.820007,132.75,133.289993,133.289993,23035400
2017-02-14,133.470001,135.089996,133.25,135.020004,135.020004,32815500
2017-02-15,135.520004,136.270004,134.619995,135.509995,135.509995,35501600
2017-02-16,135.669998,135.899994,134.839996,135.350006,135.350006,22118000
2017-02-17,135.100006,135.830002,135.100006,135.720001,135.720001,22084500
