15/07/2016,52.639999,52.939999,51.84,52.700001,10702700
14/07/2016,53.060001,53.799999,52.619999,53.32,7922300
13/07/2016,52.900002,53.200001,52.700001,52.779999,8115100
12/07/2016,52.599998,53.279999,51.939999,52.799999,10919000
11/07/2016,51.580002,52.400002,51.52,52.02,11219400
08/07/2016,49.41,51.09,49.220001,50.849998,12048300
07/07/2016,47.970001,49.060001,47.75,48.889999,9885000
06/07/2016,47.02,47.93,46.779999,47.650002,6827600
05/07/2016,46.400002,47.43,46.029999,47.349998,9277100
01/07/2016,46.75,47.360001,46.5,46.66,5462200
30/06/2016,46.73,47.299999,46.349998,47.009998,10773500
29/06/2016,46.299999,47.009998,46.18,46.650002,7973300
28/06/2016,46.099998,46.150002,45.27,45.900002,9548000
27/06/2016,45.349998,45.700001,44.57,45.240002,11227200
24/06/2016,46.5,47.360001,45.299999,45.73,25442100
23/06/2016,47.68,48.540001,47.650002,48.490002,7447000
22/06/2016,47.369999,47.68,47.150002,47.23,5065500
21/06/2016,47.759998,47.889999,47.200001,47.27,5312700
20/06/2016,47.470001,48.169998,47.439999,47.560001,7344200
17/06/2016,47.610001,47.619999,46.529999,46.720001,11775000
16/06/2016,47.009998,47.630001,46.549999,47.549999,6161400
15/06/2016,47.27,47.77,46.75,47.360001,7525900
14/06/2016,46.68,47.099998,46.16,46.880001,7458600
13/06/2016,46.25,47.700001,46.25,46.790001,11889700
10/06/2016,46.82,47.240002,46.139999,46.200001,10000600
09/06/2016,46.02,47.450001,45.919998,47.380001,11804200
08/06/2016,46.34,46.509998,45.799999,46.18,5865400
07/06/2016,46.52,46.779999,46.310001,46.330002,4835000
06/06/2016,46.599998,46.959999,46.0,46.240002,8062800
03/06/2016,46.68,46.740002,45.66,46.48,11526900
02/06/2016,47.060001,47.540001,46.599998,47.139999,8230200
01/06/2016,46.5,47.259998,46.360001,46.810001,9678300
31/05/2016,46.099998,46.82,46.07,46.720001,10313100
27/05/2016,45.700001,45.970001,45.549999,45.900002,6935400
26/05/2016,45.25,45.98,45.119999,45.650002,7749100
25/05/2016,45.5,45.689999,44.810001,45.169998,11451900
24/05/2016,44.419998,45.5,44.299999,45.360001,10394700
23/05/2016,44.52,44.689999,44.130001,44.285,10340900
20/05/2016,43.82,44.509998,43.75,44.215182,9777100
19/05/2016,43.189999,43.860001,43.130001,43.4372,9972000
18/05/2016,42.0,43.849998,42.0,43.247693,13526800
17/05/2016,42.0,42.580002,41.459999,42.170489,15709800
16/05/2016,40.669998,42.799999,40.540001,42.080721,24325800
13/05/2016,39.189999,41.0,39.0,40.873856,52756400
12/05/2016,36.32,36.48,34.93,35.477869,16763500
11/05/2016,36.07,36.459999,35.869999,35.966602,8204400
10/05/2016,35.5,36.02,35.16,35.866858,6741900
09/05/2016,35.419998,35.57,34.990002,35.188619,8333400
06/05/2016,34.91,35.419998,34.84,35.238493,4581000
05/05/2016,35.049999,35.380001,34.709999,34.879425,6172100
04/05/2016,35.139999,35.169998,34.400002,34.669966,13133100
03/05/2016,35.59,35.740002,35.259998,35.477869,5600600
02/05/2016,35.869999,36.220001,35.700001,35.906756,6401900
29/04/2016,36.049999,36.130001,35.139999,35.437972,8047600
28/04/2016,37.080002,37.299999,36.110001,36.106238,9530600
27/04/2016,36.389999,37.330002,36.32,37.213364,8809900
26/04/2016,36.669998,37.09,36.32,36.385512,5363400
25/04/2016,36.279999,36.650002,36.18,36.355591,4799300
22/04/2016,36.529999,36.779999,36.150002,36.176057,5588500
21/04/2016,36.459999,36.630001,36.25,36.315694,4457000
20/04/2016,36.25,36.669998,36.209999,36.355591,5004300
19/04/2016,37.110001,37.18,36.080002,36.215954,7728800
18/04/2016,37.060001,37.060001,36.610001,36.874244,7683000
15/04/2016,36.830002,37.459999,36.709999,37.03383,10924300
14/04/2016,36.639999,37.0,36.490002,36.74458,10414100
13/04/2016,36.0,36.75,36.0,36.644841,8767900
12/04/2016,36.0,36.049999,35.139999,35.74717,7319100
11/04/2016,35.869999,36.470001,35.759998,35.787068,9688100
08/04/2016,35.720001,35.950001,35.310001,35.567636,6398400
07/04/2016,35.57,35.889999,35.279999,35.338232,9452600
06/04/2016,35.299999,35.82,34.630001,35.707273,11334400
05/04/2016,35.48,36.080002,35.34,35.657403,8489200
04/04/2016,36.450001,36.639999,35.66,35.707273,9848500
01/04/2016,35.41,36.169998,35.139999,36.056369,8707300
31/03/2016,35.919998,36.0,35.349998,35.537715,9497100
30/03/2016,35.52,36.25,35.5,35.667376,9417500
29/03/2016,34.68,35.470001,34.599998,35.298335,6545300
28/03/2016,34.419998,34.98,34.380001,34.739788,6634700
24/03/2016,34.119999,34.540001,34.009998,34.390692,6123900
23/03/2016,34.0,34.68,33.849998,34.340822,10725200
22/03/2016,33.799999,34.09,33.43,33.762323,6050300
21/03/2016,33.509998,33.919998,33.150002,33.822169,8444500
18/03/2016,33.209999,34.25,33.0,33.722429,13637800
17/03/2016,32.98,33.139999,32.369999,32.734992,8842000
16/03/2016,31.9,33.209999,31.75,33.014266,9091100
15/03/2016,32.130001,32.34,31.57,32.056753,5655400
14/03/2016,32.07,32.43,31.92,32.216338,4757800
11/03/2016,32.150002,32.23,31.77,32.136548,6935000
10/03/2016,31.92,32.099998,31.040001,31.597945,7152100
09/03/2016,32.029999,32.080002,31.32,31.647815,5569700
08/03/2016,32.009998,32.200001,31.65,31.667764,6873500
07/03/2016,32.369999,32.59,31.92,32.256236,5999200
04/03/2016,32.900002,32.93,32.299999,32.465691,4382600
03/03/2016,32.900002,33.040001,32.209999,32.565434,7550100
02/03/2016,32.57,33.060001,32.509998,32.85468,5845300
01/03/2016,31.440001,32.75,31.389999,32.665174,8717500
29/02/2016,31.610001,32.02,31.34,31.278774,8083600
26/02/2016,32.040001,32.119999,31.360001,31.483244,9049100
25/02/2016,31.940001,32.049999,31.32,31.691939,8740400
24/02/2016,31.469999,31.870001,30.6,31.622374,8421300
23/02/2016,31.27,31.9,31.120001,31.403741,9234500
22/02/2016,30.879999,31.870001,30.82,31.324238,11241700
19/02/2016,29.879999,30.709999,29.65,30.250945,13140700
18/02/2016,29.93,30.98,29.9,29.85343,26716500
17/02/2016,27.33,27.92,27.219999,27.488211,19286700
16/02/2016,26.1,27.030001,26.02,26.822372,12133800
12/02/2016,25.700001,25.780001,24.75,25.570197,8520400
11/02/2016,24.780001,25.559999,24.780001,25.142867,8503600
10/02/2016,25.65,26.389999,25.290001,25.272061,8395000
09/02/2016,24.92,26.549999,24.799999,25.331688,10634300
08/02/2016,26.030001,26.16,24.85,25.063364,15221300
05/02/2016,28.02,28.33,26.35,26.26585,15010700
04/02/2016,28.24,28.85,27.93,28.034794,8703500
03/02/2016,28.280001,28.450001,27.549999,28.024858,8169300
02/02/2016,29.0,29.15,27.860001,27.885726,8547700
01/02/2016,29.26,29.450001,29.01,29.118024,7247100
29/01/2016,28.290001,29.35,28.18,29.108088,7762600
28/01/2016,28.59,28.690001,27.5,27.875788,6919400
27/01/2016,28.66,28.75,27.82,28.183864,5792500
26/01/2016,28.48,28.82,28.190001,28.521752,5698600
25/01/2016,28.440001,28.77,28.360001,28.243491,6768200
22/01/2016,28.33,28.639999,28.27,28.273305,6449900
21/01/2016,27.780001,28.23,27.209999,27.627341,12036400
20/01/2016,26.809999,27.83,26.450001,27.309328,12029500
19/01/2016,27.67,28.450001,27.219999,27.16026,11428500
15/01/2016,27.52,27.85,26.639999,26.941627,21036300
