AAPL,15/07/2016,98.919998,99.300003,98.5,98.779999,29952500
AAPL,14/07/2016,97.389999,98.989998,97.32,98.790001,38348800
AAPL,13/07/2016,97.410004,97.669998,96.839996,96.870003,25655000
AAPL,12/07/2016,97.169998,97.699997,97.120003,97.419998,23889600
AAPL,11/07/2016,96.75,97.650002,96.730003,96.980003,23298900
AAPL,08/07/2016,96.489998,96.889999,96.050003,96.68,28855800
AAPL,07/07/2016,95.699997,96.5,95.620003,95.940002,24280900
AAPL,06/07/2016,94.599998,95.660004,94.370003,95.529999,30770700
AAPL,05/07/2016,95.389999,95.400002,94.459999,95.040001,27257000
AAPL,01/07/2016,95.489998,96.470001,95.330002,95.889999,25872300
AAPL,30/06/2016,94.440002,95.769997,94.300003,95.599998,35119400
AAPL,29/06/2016,93.970001,94.550003,93.629997,94.400002,36427800
AAPL,28/06/2016,92.900002,93.660004,92.139999,93.589996,39311500
AAPL,27/06/2016,93.0,93.050003,91.5,92.040001,45489600
AAPL,24/06/2016,92.910004,94.660004,92.650002,93.400002,72894000
AAPL,23/06/2016,95.940002,96.290001,95.25,96.099998,31863500
AAPL,22/06/2016,96.25,96.889999,95.349998,95.550003,28971100
AAPL,21/06/2016,94.940002,96.349998,94.68,95.910004,35229500
AAPL,20/06/2016,96.0,96.57,95.029999,95.099998,33942300
AAPL,17/06/2016,96.620003,96.650002,95.300003,95.330002,60595000
AAPL,16/06/2016,96.449997,97.75,96.07,97.550003,31236300
AAPL,15/06/2016,97.82,98.410004,97.029999,97.139999,29254300
AAPL,15/06/2016,97.82,98.410004,97.029999,97.139999,29445200
AAPL,14/06/2016,97.32,98.480003,96.75,97.459999,31870300
AAPL,13/06/2016,98.690002,99.120003,97.099998,97.339996,37612900
AAPL,10/06/2016,98.529999,99.349998,98.480003,98.830002,31462100
AAPL,09/06/2016,98.5,99.989998,98.459999,99.650002,26419600
AAPL,08/06/2016,99.019997,99.559998,98.68,98.940002,20812700
AAPL,07/06/2016,99.25,99.870003,98.959999,99.029999,22366400
AAPL,06/06/2016,97.989998,101.889999,97.550003,98.629997,23242200
AAPL,03/06/2016,97.790001,98.269997,97.449997,97.919998,28062900
AAPL,02/06/2016,97.599998,97.839996,96.629997,97.720001,40004100
AAPL,01/06/2016,99.019997,99.540001,98.330002,98.459999,29113400
AAPL,31/05/2016,99.599998,100.400002,98.82,99.860001,42084800
AAPL,27/05/2016,99.440002,100.470001,99.25,100.349998,36229500
AAPL,26/05/2016,99.68,100.730003,98.639999,100.410004,56093400
AAPL,25/05/2016,98.669998,99.739998,98.110001,99.620003,38168800
AAPL,24/05/2016,97.220001,98.089996,96.839996,97.900002,35036800
AAPL,23/05/2016,95.870003,97.190002,95.669998,96.43,37860500
AAPL,20/05/2016,94.639999,95.43,94.519997,95.220001,31804600
AAPL,19/05/2016,94.639999,94.639999,93.57,94.199997,30342700
AAPL,18/05/2016,94.160004,95.209999,93.889999,94.559998,41923100
AAPL,17/05/2016,94.550003,94.699997,93.010002,93.489998,46507400
AAPL,16/05/2016,92.389999,94.389999,91.650002,93.879997,61140600
AAPL,13/05/2016,90.0,91.669998,90.0,90.519997,44188200
AAPL,12/05/2016,92.720001,92.779999,89.470001,90.339996,76109800
AAPL,11/05/2016,93.480003,93.57,92.459999,92.510002,28539900
AAPL,10/05/2016,93.330002,93.57,92.110001,93.419998,33592500
AAPL,09/05/2016,93.0,93.769997,92.589996,92.790001,32855300
AAPL,06/05/2016,93.370003,93.449997,91.849998,92.720001,43458200
AAPL,05/05/2016,94.0,94.07,92.68,93.239998,35890500
AAPL,04/05/2016,95.199997,95.900002,93.82,93.620002,41025500
AAPL,03/05/2016,94.199997,95.739998,93.68,94.604009,56831300
AAPL,02/05/2016,93.970001,94.080002,92.400002,93.073328,48160100
AAPL,29/04/2016,93.989998,94.720001,92.510002,93.172721,68531500
