Date,Open,High,Low,Close,Volume
31/05/2016,99.599998,100.400002,98.82,99.860001,42084800
01/06/2016,99.019997,99.540001,98.330002,98.459999,29113400
02/06/2016,97.599998,97.839996,96.629997,97.720001,40004100
03/06/2016,97.790001,98.269997,97.449997,97.919998,28062900
06/06/2016,97.989998,101.889999,97.550003,98.629997,23242200
07/06/2016,99.25,99.870003,98.959999,99.029999,22366400
08/06/2016,99.019997,99.559998,98.68,98.940002,20812700
09/06/2016,98.5,99.989998,98.459999,99.650002,26419600
10/06/2016,98.529999,99.349998,98.480003,98.830002,31462100
13/06/2016,98.690002,99.120003,97.099998,97.339996,37612900
14/06/2016,97.32,98.480003,96.75,97.459999,31870300
15/06/2016,97.82,98.410004,97.029999,97.139999,29254300
15/06/2016,97.82,98.410004,97.029999,97.139999,29445200
16/06/2016,96.449997,97.75,96.07,97.550003,31236300
17/06/2016,96.620003,96.650002,95.300003,95.330002,60595000
20/06/2016,96,96.57,95.029999,95.099998,33942300
21/06/2016,94.940002,96.349998,94.68,95.910004,35229500
22/06/2016,96.25,96.889999,95.349998,95.550003,28971100
23/06/2016,95.940002,96.290001,95.25,96.099998,31863500
24/06/2016,92.910004,94.660004,92.650002,93.400002,72894000
27/06/2016,93,93.050003,91.5,92.040001,45489600
28/06/2016,92.900002,93.660004,92.139999,93.589996,39311500
29/06/2016,93.970001,94.550003,93.629997,94.400002,36427800
30/06/2016,94.440002,95.769997,94.300003,95.599998,35119400
01/07/2016,95.489998,96.470001,95.330002,95.889999,25872300
05/07/2016,95.389999,95.400002,94.459999,95.040001,27257000
06/07/2016,94.599998,95.660004,94.370003,95.529999,30770700
07/07/2016,95.699997,96.5,95.620003,95.940002,24280900
08/07/2016,96.489998,96.889999,96.050003,96.68,28855800
11/07/2016,96.75,97.650002,96.730003,96.980003,23298900
12/07/2016,97.169998,97.699997,97.120003,97.419998,23889600
13/07/2016,97.410004,97.669998,96.839996,96.870003,25655000
14/07/2016,97.389999,98.989998,97.32,98.790001,38348800
15/07/2016,98.919998,99.300003,98.5,98.779999,29952500
